Direction,Date,Boarding Stop,Alighting Stop,Passengers
South,02/03/2026,Cahill Street,Coolangatta Central,4
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Golden Four Dr at Short Street,3
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Unknown,3
South,02/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Unknown,2
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Eighth Avenue,2
South,02/03/2026,Currumbin Wildlife Sanctuary,Unknown,1
South,02/03/2026,Gold Coast Hwy at Mermaid Beach South station,Griffith St at Coolangatta East,1
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Palm Beach,2
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Mermaid Beach South station,4
South,02/03/2026,Palm Beach,Golden Four Dr at Shell Street,2
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Golden Four Drive at St Monica's Catholic Church,2
South,02/03/2026,Gold Coast Hwy at Thrower Drive,Marine Pde at Kirra Beach,1
South,02/03/2026,Tweed St at George Street,Golden Four Dr at North Kirra Beach,1
South,02/03/2026,Palm Beach,Golden Four Dr at Tugun Beach shops,4
South,02/03/2026,Gold Coast Hwy at Fifteenth Avenue,Unknown,4
South,02/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Twenty Fifth Avenue,1
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Tugun Beach shops,4
South,02/03/2026,Palm Beach,Wharf St at Tweed Mall,5
South,02/03/2026,Remembrance Dr at Markwell Avenue,"Broadbeach South station, stop A",5
South,02/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Currumbin Wildlife Sanctuary,2
South,02/03/2026,Golden Four Dr at Short Street,Golden Four Dr at North Kirra Beach,2
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Bilinga Beach,1
South,02/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Palm Beach Police Station,11
South,02/03/2026,Golden Four Dr at Short Street,McLean St at Queen Elizabeth Park,1
South,02/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Thirteenth Avenue,1
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Coolangatta Central,11
South,02/03/2026,"Broadbeach South station, stop A",Nineteenth Avenue,16
South,02/03/2026,Currumbin Wildlife Sanctuary,Golden Four Dr at Short Street,1
South,02/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Twenty Fifth Avenue,5
South,02/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Palm Beach,2
South,02/03/2026,Gold Coast Hwy at Eighth Avenue,Musgrave St at Kirra shops,1
South,02/03/2026,Golden Four Dr at North Kirra Beach,Griffith St at Coolangatta East,1
South,02/03/2026,Currumbin Wildlife Sanctuary,Golden Four Dr at North Kirra Beach,1
South,02/03/2026,Gold Coast Hwy at Thirteenth Avenue,Coolangatta Central,1
South,02/03/2026,Twenty Seventh Avenue,Unknown,1
South,02/03/2026,Palm Beach,Griffith St at Coolangatta East,5
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Nobby Beach station,7
South,02/03/2026,Marine Pde at Kirra Beach,Griffith St at Coolangatta East,3
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Coolangatta Central,1
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Musgrave St at Kirra shops,2
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Golden Four Dr at Shell Street,1
South,02/03/2026,Gold Coast Hwy at Eighth Avenue,Wharf St at Tweed Mall,1
South,02/03/2026,"Broadbeach South station, stop A",Musgrave St at Kirra shops,16
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Twenty Fifth Avenue,2
South,02/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Unknown,4
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Eighth Avenue,4
South,02/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Currumbin Wildlife Sanctuary,2
South,02/03/2026,Gold Coast Hwy at Miami North station,Coolangatta Central,1
South,02/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Golden Four Dr at Archer Street,9
South,02/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Palm Beach Police Station,2
South,02/03/2026,Burleigh Heads National Park,Palm Beach,2
South,02/03/2026,Gold Coast Hwy at Mermaid Beach South station,Musgrave St at Kirra shops,1
South,02/03/2026,Marine Pde at Kirra Beach,McLean St at Queen Elizabeth Park,1
South,02/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Gold Coast Hwy at Tallebudgera Tourist Park,2
South,02/03/2026,Musgrave St at Coyne Street,Coolangatta Central,5
South,02/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,McLean St at Queen Elizabeth Park,2
South,02/03/2026,Currumbin Wildlife Sanctuary,McLean St at Queen Elizabeth Park,1
South,02/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,1
South,02/03/2026,Surfers Paradise,Surfers Paradise,2
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Burleigh Heads,14
South,02/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Tallebudgera Tourist Park,25
South,02/03/2026,Gold Coast Hwy at Miami North station,Wharf St at Tweed Mall,2
South,02/03/2026,Golden Four Dr at Short Street,Coolangatta Central,2
South,02/03/2026,Palm Beach,Marine Pde at Kirra Beach,1
South,02/03/2026,Gold Coast Hwy at Twenty First Avenue,Gold Coast Hwy at Eighth Avenue,1
South,02/03/2026,Scarborough St at White Street,"Broadbeach South station, stop A",1
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,1
South,02/03/2026,Golden Four Dr at Bilinga Beach,Golden Four Dr at Bilinga Beach,1
South,02/03/2026,"Broadbeach South station, stop A",Currumbin Wildlife Sanctuary,2
South,02/03/2026,Marine Pde at Kirra Beach,Coolangatta Central,4
South,02/03/2026,Palm Beach,Coolangatta Central,6
South,02/03/2026,Musgrave St at Kirra shops,Coolangatta Central,10
South,02/03/2026,Gold Coast Hwy at Mermaid Beach South station,Marine Pde at Kirra Beach,3
South,02/03/2026,Golden Four Dr at George Street,Golden Four Dr at George Street,1
South,02/03/2026,Gold Coast Hwy at Thrower Drive,Golden Four Dr at Archer Street,3
South,02/03/2026,Gold Coast Hwy at Eighth Avenue,Gold Coast Hwy at Palm Beach Police Station,1
South,02/03/2026,Golden Four Dr at Shell Street,Wharf St at Tweed Mall,1
South,02/03/2026,Gold Coast Hwy at Palm Beach Police Station,Golden Four Drive at St Monica's Catholic Church,1
South,02/03/2026,"Southport bus station, stop A",Unknown,4
South,02/03/2026,Golden Four Dr at George Street,Coolangatta Central,5
South,02/03/2026,Musgrave St at Coyne Street,McLean St at Queen Elizabeth Park,4
South,02/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at Tugun Beach shops,2
South,02/03/2026,Southport Medical Precinct,"Broadbeach South station, stop A",1
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Twenty Seventh Avenue,2
South,02/03/2026,Gold Coast Hwy at Thirteenth Avenue,Gold Coast Hwy at Thirteenth Avenue,1
South,02/03/2026,Gold Coast Hwy at Fifteenth Avenue,Gold Coast Hwy at Currumbin Hill,1
South,02/03/2026,Gold Coast Hwy at Miami North station,Gold Coast Hwy at Miami Hotel CLOSED,7
South,02/03/2026,Twenty Seventh Avenue,Twenty Seventh Avenue,2
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Nobby Beach station,2
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Thirteenth Avenue,1
South,02/03/2026,Gold Coast Hwy at Palm Beach Police Station,Currumbin Wildlife Sanctuary,4
South,02/03/2026,Palm Beach,Palm Beach,4
South,02/03/2026,Queen Street station (Southport),Surfers Paradise,1
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Marine Pde at Kirra Beach,1
South,02/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Golden Four Dr at George Street,1
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Currumbin Wildlife Sanctuary,1
South,02/03/2026,Gold Coast Hwy at Thrower Drive,McLean St at Queen Elizabeth Park,1
South,02/03/2026,Surfers Paradise,Gold Coast Hwy at Miami Hotel CLOSED,1
South,02/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Nobby Beach station,4
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,McLean St at Queen Elizabeth Park,3
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Burleigh Heads,8
South,02/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Twenty First Avenue,7
South,02/03/2026,Teemangum St at Kropp Park,Musgrave St at Kirra shops,2
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Burleigh Heads Primary School,1
South,02/03/2026,Coolangatta Central,Unknown,4
South,02/03/2026,Gold Coast Hwy at Florida Gardens station,Golden Four Dr at North Kirra Beach,1
South,02/03/2026,Wharf St at Tweed Mall,Unknown,3
South,02/03/2026,Gold Coast Hwy at Eighth Avenue,Golden Four Dr at North Kirra Beach,1
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Gold Coast Hwy at Twenty First Avenue,1
South,02/03/2026,"Broadbeach South station, stop A",Unknown,117
South,02/03/2026,"Broadbeach South station, stop A",McLean St at Queen Elizabeth Park,25
South,02/03/2026,Tweed St at George Street,Palm Beach,6
South,02/03/2026,Golden Four Dr at Tugun Beach shops,Wharf St at Tweed Mall,6
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Miami Hotel CLOSED,9
South,02/03/2026,Twenty Seventh Avenue,Palm Beach,5
South,02/03/2026,Golden Four Dr at Short Street,Unknown,2
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Wharf St at Tweed Mall,3
South,02/03/2026,Gold Coast Hwy at Palm Beach Police Station,Cahill Street,2
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Unknown,16
South,02/03/2026,Burleigh Heads National Park,Burleigh Heads National Park,1
South,02/03/2026,Gold Coast Hwy at Fifteenth Avenue,Palm Beach,2
South,02/03/2026,Unknown,Unknown,2
South,02/03/2026,Nineteenth Avenue,Griffith St at Coolangatta East,3
South,02/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Eighth Avenue,2
South,02/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Miami Hotel CLOSED,109
South,02/03/2026,Tweed St at George Street,Gold Coast Hwy at Eighth Avenue,3
South,02/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Palm Beach,3
South,02/03/2026,Golden Four Dr at Tugun Beach shops,Marine Pde at Kirra Beach,1
South,02/03/2026,Gold Coast Hwy at Miami North station,Gold Coast Hwy at Burleigh Heads,8
South,02/03/2026,Currumbin Wildlife Sanctuary,Coolangatta Central,2
South,02/03/2026,Palm Beach,Gold Coast Hwy at Palm Beach Police Station,1
South,02/03/2026,Nineteenth Avenue,Palm Beach,2
South,02/03/2026,Gold Coast Hwy at Miami North station,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,1
South,02/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Golden Four Dr at Tugun Beach shops,1
South,02/03/2026,"Broadbeach South station, stop A",Golden Four Dr at George Street,6
South,02/03/2026,Cahill Street,Wharf St at Tweed Mall,3
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Musgrave St at Coyne Street,1
South,02/03/2026,Gold Coast Hwy at Palm Beach Police Station,Golden Four Dr at Tugun Beach shops,1
South,02/03/2026,Scarborough St at White Street,Cahill Street,2
South,02/03/2026,"Broadbeach South station, stop A",Burleigh Heads National Park,28
South,02/03/2026,Musgrave St at Kirra shops,Unknown,6
South,02/03/2026,Golden Four Dr at Archer Street,Musgrave St at Kirra shops,11
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Musgrave St at Kirra shops,6
South,02/03/2026,"Broadbeach South station, stop A",Golden Four Dr at Shell Street,3
South,02/03/2026,Nineteenth Avenue,Musgrave St at Coyne Street,2
South,02/03/2026,Tweed St at George Street,Nineteenth Avenue,1
South,02/03/2026,Surfers Paradise,Gold Coast Hwy at Florida Gardens station,2
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Currumbin Wildlife Sanctuary,2
South,02/03/2026,Surfers Paradise,Gold Coast Hwy at Burleigh Heads,4
South,02/03/2026,Marine Pde at Kirra Beach,Wharf St at Tweed Mall,2
South,02/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,McLean St at Queen Elizabeth Park,2
South,02/03/2026,Gold Coast Hwy at Miami North station,Burleigh Heads National Park,1
South,02/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Coolangatta Central,1
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Cahill Street,1
South,02/03/2026,Tweed St at George Street,Musgrave St at Kirra shops,1
South,02/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Palm Beach Police Station,1
South,02/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Golden Four Drive at St Monica's Catholic Church,1
South,02/03/2026,"Broadbeach South station, stop A",Twin Towns Services Club,1
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Fifteenth Avenue,1
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Thrower Drive,1
South,02/03/2026,Golden Four Dr at North Kirra Beach,Coolangatta Central,4
South,02/03/2026,Gold Coast Hwy at Mermaid Beach South station,Unknown,2
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,4
South,02/03/2026,"Broadbeach South station, stop A",Golden Four Dr at North Kirra Beach,5
South,02/03/2026,Golden Four Dr at Tugun Beach shops,Cahill Street,1
South,02/03/2026,Tweed St at George Street,Golden Four Dr at Shell Street,1
South,02/03/2026,Twenty Seventh Avenue,Nineteenth Avenue,1
South,02/03/2026,"Broadbeach South station, stop A",Palm Beach,1
South,02/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Twenty Fifth Avenue,1
South,02/03/2026,Golden Four Dr at Shell Street,Unknown,1
South,02/03/2026,"GCUH, platform 4",Unknown,1
South,02/03/2026,Broadbeach North station,Palm Beach,1
South,02/03/2026,Nineteenth Avenue,Musgrave St at Kirra shops,1
South,02/03/2026,Palm Beach,Teemangum St at Kropp Park,1
South,02/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Burleigh Heads,171
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Currumbin Hill,3
South,02/03/2026,Gold Coast Hwy at Thirteenth Avenue,Palm Beach,2
South,02/03/2026,Tweed St at George Street,Golden Four Dr at Bilinga Beach,2
South,02/03/2026,Nineteenth Avenue,Golden Four Drive at St Monica's Catholic Church,1
South,02/03/2026,Tweed St at George Street,Cahill Street,1
South,02/03/2026,Gold Coast Hwy at Fifteenth Avenue,Golden Four Dr at Tugun Beach shops,1
South,02/03/2026,Gold Coast Hwy at Thirteenth Avenue,Musgrave St at Kirra shops,1
South,02/03/2026,Gold Coast Hwy at Eighth Avenue,Coolangatta Central,1
South,02/03/2026,Palm Beach,Golden Four Dr at George Street,1
South,02/03/2026,Golden Four Dr at Bilinga Beach,Griffith St at Coolangatta East,1
South,02/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Eighth Avenue,1
South,02/03/2026,Gold Coast Hwy at Nobby Beach station,Golden Four Dr at Tugun Beach shops,1
South,02/03/2026,Golden Four Dr at Archer Street,Wharf St at Tweed Mall,6
South,02/03/2026,Golden Four Dr at Tugun Beach shops,Coolangatta Central,7
South,02/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Mermaid Beach South station,3
South,02/03/2026,Nineteenth Avenue,Golden Four Dr at Tugun Beach shops,3
South,02/03/2026,Gold Coast Hwy at Miami North station,Griffith St at Coolangatta East,2
South,02/03/2026,Ferny Ave at Palm Avenue,Unknown,1
South,02/03/2026,Gold Coast Hwy at Eighth Avenue,Currumbin Wildlife Sanctuary,1
South,02/03/2026,Scarborough St at White Street,Main Beach station,1
South,02/03/2026,Nineteenth Avenue,Golden Four Dr at North Kirra Beach,2
South,02/03/2026,Gold Coast Hwy at Palm Beach Police Station,Griffith St at Coolangatta East,1
South,02/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Burleigh Heads,11
South,02/03/2026,"Broadbeach South station, stop A","Broadbeach South station, stop A",46
South,02/03/2026,"Broadbeach South station, stop A",Wharf St at Tweed Mall,39
South,02/03/2026,Golden Four Dr at Shell Street,McLean St at Queen Elizabeth Park,2
South,02/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Golden Four Dr at Tugun Beach shops,3
South,02/03/2026,Golden Four Dr at Shell Street,Coolangatta Central,3
South,02/03/2026,Gold Coast Hwy at Palm Beach Police Station,Golden Four Dr at George Street,1
South,02/03/2026,Teemangum St at Kropp Park,McLean St at Queen Elizabeth Park,1
South,02/03/2026,Currumbin Wildlife Sanctuary,Golden Four Dr at Tugun Beach shops,1
South,02/03/2026,Palm Beach,Golden Four Dr at Bilinga Beach,1
South,02/03/2026,Gold Coast Hwy at Thirteenth Avenue,Golden Four Dr at Short Street,1
South,02/03/2026,Burleigh Heads National Park,Gold Coast Hwy at Fifteenth Avenue,1
South,02/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Unknown,9
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Griffith St at Coolangatta East,3
South,02/03/2026,Nineteenth Avenue,Unknown,9
South,02/03/2026,Gold Coast Hwy at Currumbin Hill,Unknown,3
South,02/03/2026,Cahill Street,Griffith St at Coolangatta East,2
South,02/03/2026,Gold Coast Hwy at Burleigh Heads,Gold Coast Hwy at Twenty First Avenue,3
South,02/03/2026,Twenty Seventh Avenue,Coolangatta Central,1
South,02/03/2026,Gold Coast Hwy at Mermaid Beach station,Musgrave St at Coyne Street,1
South,02/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Wharf St at Tweed Heads,1
South,02/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Mermaid Beach station,43
South,02/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,2
South,02/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Griffith St at Coolangatta East,3
South,02/03/2026,Golden Four Dr at Bilinga Beach SLSC,Wharf St at Tweed Mall,1
South,02/03/2026,Tweed St at George Street,Currumbin Wildlife Sanctuary,1
South,02/03/2026,Gold Coast Hwy at Thrower Drive,Unknown,15
South,02/03/2026,"Broadbeach South station, stop A",Coolangatta Central,39
South,02/03/2026,"Broadbeach South station, stop A",Musgrave St at Coyne Street,13
South,02/03/2026,Scarborough St at White Street,Surfers Paradise,3
South,02/03/2026,"Broadbeach South station, stop A",Gold Coast Hwy at Currumbin Hill,9
South,02/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Twenty Seventh Avenue,3
South,02/03/2026,Golden Four Dr at Tugun Beach shops,Golden Four Dr at North Kirra Beach,1
South,02/03/2026,Burleigh Heads National Park,Musgrave St at Kirra shops,1
South,02/03/2026,Gold Coast Hwy at Miami station,Gold Coast Hwy at Burleigh Heads,1
South,02/03/2026,Gold Coast Hwy at Anzac Pde CLOSED from 26-04-26,Golden Four Dr at North Kirra Beach,1
South,02/03/2026,Teemangum St at Kropp Park,Marine Pde at Kirra Beach,1
